# security split manifest (sample)
cusip,part
69181V107,holdout
69291A100,holdout
693149106,holdout
69318G106,development
69318J100,development
69318V103,holdout
69320M109,holdout
69323T101,holdout
69325Q105,holdout
693282105,development
69331C108,holdout
69331C306,development
69331CAL2,holdout
69336V101,development
69343T107,holdout
69344A107,development
69344A206,development
69344A693,development
69344A701,holdout
69344A727,development
69344A735,development
69344A743,holdout
69344A750,holdout
69344A776,development
69344A784,development
69344A792,development
69344A800,development
69344A818,development
69344A826,development
69344A834,development
69344A842,development
69344A867,holdout
69344A875,development
69344A883,development
69344D408,development
69346J106,holdout
69346N107,development
693475105,holdout
693483109,development
693489122,development
69349H107,development
69349HAF4,development
693506107,development
69351T106,holdout
69351T866,development
69352PAS2,development
69353Y103,development
69354N106,holdout
69355J104,development
69355M107,development
693656100,development
69366J200,development
69366JAD3,development
693691107,development
69370C100,development
693718108,development
69373Y109,development
69374H105,holdout
69374H113,development
69374H121,holdout
69374H139,development
69374H147,development
69374H204,development
69374H220,development
69374H238,development
69374H246,holdout
69374H261,development
69374H279,holdout
69374H287,development
69374H295,development
69374H303,development
69374H311,development
69374H345,development
69374H352,development
69374H360,development
69374H378,development
69374H386,development
69374H394,development
69374H402,development
69374H428,development
69374H436,development
69374H451,development
69374H469,development
69374H477,development
69374H485,development
69374H493,development
69374H519,development
69374H527,development
69374H535,development
69374H543,development
69374H550,development
69374H568,development
69374H576,development
